Matricule,Type_Contrat,Service,Type_Absence,Date_Debut,Date_Fin,Duree_Jours,Valide,Commentaire_RH
e88f8d4c892d,CDI,Recouvrement,RTT,27/09/24,09/27/2024,1,0,Validé manager
e88f8d4c892d,CDI,Recouvrement,CP,2024-06-08,17/06/2024,10,NON,En attente validation
e88f8d4c892d,cdi,Recouvrement,CP,08/04/2026,16-04-2026,9,N,A régulariser
e88f8d4c892d,CDI,Recouvrement,RTT,02-10-2025,02/10/2025,1,OUI,RAS
e88f8d4c892d,cdi,Recouvrement,CONGE_PAYE,14/10/25,2025-10-20,7,N,RAS
e88f8d4c892d,CDI,Recouvrement,MALADIE,31/07/25,04/08/2025,5,OUI,A régulariser
e88f8d4c892d,CDI,Recouvrement,Formation CFA,27/08/25,30-08-2025,4,1,
e88f8d4c892d,cdi,Recouvrement,CONGE_PAYE,27/07/24,31.07.2024,5,0,
e88f8d4c892d,cdi,Recouvrement,Formation,26/07/24,07/29/2024,4,0,URGENT
e88f8d4c892d,CDI,Recouvrement,Congé Payé,28/05/24,01-06-2024,5,Y,RAS
e88f8d4c892d,CDI,Recouvrement,Congé Payé,06/09/2025,2025-09-12,7,O,En attente validation
e88f8d4c892d,CDI,Recouvrement,RTT,26/06/25,26-06-2025,1,O,URGENT
e88f8d4c892d,cdi,Recouvrement,Congé Payé,06-07-2025,15/07/2025,10,1,A régulariser
e88f8d4c892d,CDI,Recouvrement,FORMATION,28/12/25,31.12.2025,4,NON,Validé manager
e88f8d4c892d,cdi,Recouvrement,Formation,28/11/2025,29-11-2025,95,1,En attente validation
e88f8d4c892d,cdi,Recouvrement,rtt,27/08/24,2024-08-27,1,O,En attente validation
e88f8d4c892d,CDI,Recouvrement,CONGE_PAYE,2026-03-05,11/03/2026,7,1,En attente validation
e88f8d4c892d,CDI,Recouvrement,Congé Payé,08-12-2024,2024-12-12,5,N,URGENT
e88f8d4c892d,CDI,Recouvrement,Formation,02.06.2025,2025-06-05,4,1,URGENT
e88f8d4c892d,cdi,Recouvrement,Formation CFA,27/09/2024,28.09.2024,2,1,A régulariser
ea5c598670ee,cdi,Crédit Immobilier,Maladie,2025-08-21,08/21/2025,1,0,Certificat fourni
ea5c598670ee,CDI,Crédit Immobilier,RTT,24.02.2024,24/02/24,1,N,En attente validation
ea5c598670ee,CDI,Crédit Immobilier,MALADIE,2025-12-28,01-01-2026,5,OUI,
ea5c598670ee,CDI,Crédit Immobilier,Maladie,08/13/2024,13/08/24,1,OUI,Validé manager
ea5c598670ee,cdi,Crédit Immobilier,CP,2024-04-02,2024-04-11,10,1,A régulariser
ea5c598670ee,CDI,Crédit Immobilier,FORMATION,28/08/2025,08/29/2025,2,Y,Validé manager
ea5c598670ee,CDI,Crédit Immobilier,Formation,22.06.2025,26.06.2025,5,1,En attente validation
ea5c598670ee,cdi,Crédit Immobilier,CONGE_PAYE,07.09.2024,2024-09-16,10,O,Certificat fourni
ea5c598670ee,CDI,Crédit Immobilier,Congé Payé,16.02.2025,2025-02-20,5,1,RAS
ea5c598670ee,cdi,Crédit Immobilier,MALADIE,21/06/2025,06/23/2025,3,NON,A régulariser
ea5c598670ee,CDI,Crédit Immobilier,CP,30/07/25,2025-08-03,-1,NON,A régulariser
ea5c598670ee,cdi,Crédit Immobilier,CP,07/08/2025,2025-08-12,6,NON,Validé manager
ea5c598670ee,CDI,Crédit Immobilier,CP,11/12/2025,20-12-2025,10,1,A régulariser
ea5c598670ee,cdi,Crédit Immobilier,CONGE_PAYE,20/01/2026,29/01/2026,10,Y,En attente validation
ea5c598670ee,CDI,Crédit Immobilier,CP,27.02.2026,07-03-2026,9,OUI,
ea5c598670ee,CDI,Crédit Immobilier,Maladie,18/02/2025,2025-02-21,4,N,Certificat fourni
ea5c598670ee,CDI,Crédit Immobilier,rtt,2025-01-27,2025-01-27,1,N,
ea5c598670ee,CDI,Crédit Immobilier,RTT,2025-04-22,04/22/2025,1,NON,
ea5c598670ee,cdi,Crédit Immobilier,rtt,2025-01-24,01/24/2025,1,N,URGENT
ea5c598670ee,cdi,Crédit Immobilier,MALADIE,12-03-2024,12-03-2024,1,N,RAS
ea5c598670ee,cdi,Crédit Immobilier,Absent,12/03/2025,12-03-2025,1,1,Validé manager
ea5c598670ee,cdi,Crédit Immobilier,RTT,24.11.2025,2025-11-24,1,N,
ea5c598670ee,cdi,Crédit Immobilier,Congé Payé,2026-01-22,01/31/2026,10,O,
ea5c598670ee,cdi,Crédit Immobilier,Congé Payé,25.05.2026,03/06/2026,10,0,Validé manager
ea5c598670ee,CDI,Crédit Immobilier,MALADIE,28.02.2025,02.03.2025,3,N,
ea5c598670ee,CDI,Crédit Immobilier,rtt,01/26/2024,01/26/2024,1,Y,Certificat fourni
ea5c598670ee,CDI,Crédit Immobilier,RTT,25/04/2026,04/25/2026,1,O,RAS
ff1c8a129b7b,cdi,Conformité KYC,CONGE_PAYE,2025-04-26,2025-05-03,8,1,RAS
ff1c8a129b7b,cdi,Conformité KYC,CONGE_PAYE,24-01-2026,01.02.2026,9,N,
ff1c8a129b7b,cdi,Conformité KYC,Formation,2024-02-24,28/02/24,5,O,RAS
ff1c8a129b7b,CDI,Conformité KYC,Formation CFA,28.12.2024,2024-12-29,2,NON,A régulariser
ff1c8a129b7b,CDI,Conformité KYC,Formation,08/27/2025,2025-08-30,4,Y,
ff1c8a129b7b,cdi,Conformité KYC,CP,14/08/2025,2025-08-22,9,0,En attente validation
ff1c8a129b7b,CDI,Conformité KYC,Congé Payé,10/25/2025,31/10/25,7,N,En attente validation
ff1c8a129b7b,CDI,Conformité KYC,FORMATION,06/08/2024,07-08-2024,2,NON,
ff1c8a129b7b,CDI,Conformité KYC,Maladie,09-04-2025,13.04.2025,-1,N,RAS
ff1c8a129b7b,cdi,Conformité KYC,CP,09-01-2024,14-01-2024,6,1,En attente validation
ff1c8a129b7b,CDI,Conformité KYC,Maladie,03/26/2025,27/03/25,2,O,
ff1c8a129b7b,cdi,Conformité KYC,CP,01/06/2026,09.06.2026,9,OUI,URGENT
ff1c8a129b7b,cdi,Conformité KYC,RTT,11-04-2026,11/04/2026,1,1,En attente validation
ff1c8a129b7b,CDI,Conformité KYC,Congé Payé,20-02-2025,24/02/2025,5,1,Certificat fourni
ff1c8a129b7b,CDI,Conformité KYC,Formation CFA,20-01-2025,21.01.2025,2,NON,RAS
ff1c8a129b7b,CDI,Conformité KYC,Maladie,2024-01-06,10/01/2024,5,0,
ff1c8a129b7b,cdi,Conformité KYC,RTT,27-05-2025,27.05.2025,1,N,Certificat fourni
ff1c8a129b7b,cdi,Conformité KYC,MALADIE,11/03/2024,13.03.2024,3,NON,
ff1c8a129b7b,cdi,Conformité KYC,rtt,2025-03-08,08-03-2025,1,O,
ff1c8a129b7b,cdi,Conformité KYC,MALADIE,19/01/2024,2024-01-19,1,0,Certificat fourni
ff1c8a129b7b,cdi,Conformité KYC,FORMATION,25/05/25,27/05/2025,3,1,Certificat fourni
ff1c8a129b7b,cdi,Conformité KYC,Absent,12/16/2025,16.12.2025,1,O,Validé manager
ff1c8a129b7b,CDI,Conformité KYC,FORMATION,2024-08-25,26/08/24,2,NON,
ff1c8a129b7b,cdi,Conformité KYC,Formation,28.02.2024,01/03/2024,3,N,A régulariser
ff1c8a129b7b,CDI,Conformité KYC,MALADIE,2026-03-22,25/03/26,4,NON,En attente validation
ff1c8a129b7b,CDI,,MALADIE,2025-02-04,2025-02-07,4,O,Certificat fourni
ff1c8a129b7b,cdi,,CP,11-05-2025,2025-05-16,6,Y,
ff1c8a129b7b,cdi,Conformité KYC,CONGE_PAYE,17-09-2024,2024-09-21,5,Y,
ff1c8a129b7b,cdi,Conformité KYC,FORMATION,2024-09-09,2024-09-13,5,NON,En attente validation
ff1c8a129b7b,CDI,Conformité KYC,RTT,01.05.2024,01-05-2024,1,O,
ff1c8a129b7b,cdi,Conformité KYC,Maladie,2026-06-10,2026-06-11,2,OUI,En attente validation
3ab5fd23b6cc,alternant,Recouvrement,MALADIE,2025-12-29,02.01.2026,120,OUI,RAS
3ab5fd23b6cc,Alternant,Recouvrement,Maladie,07.10.2025,08/10/2025,2,NON,Validé manager
3ab5fd23b6cc,alternant,Recouvrement,RTT,27-10-2025,2025-10-27,1,1,En attente validation
3ab5fd23b6cc,alternant,Recouvrement,CP,11/12/2025,2025-12-20,10,1,URGENT
3ab5fd23b6cc,alternant,Recouvrement,RTT,24/02/26,24-02-2026,1,N,
3ab5fd23b6cc,alternant,Recouvrement,Absent,15-02-2026,2026-02-15,1,1,URGENT
3ab5fd23b6cc,alternant,Recouvrement,Congé Payé,10-10-2025,2025-10-14,5,NON,
3ab5fd23b6cc,alternant,Recouvrement,RTT,03/28/2026,28-03-2026,1,0,A régulariser
3ab5fd23b6cc,alternant,Recouvrement,CONGE_PAYE,05.03.2026,2026-03-10,6,N,
3ab5fd23b6cc,Alternant,Recouvrement,rtt,16-01-2026,16-01-2026,1,O,Certificat fourni
3ab5fd23b6cc,alternant,Recouvrement,Congé Payé,31-12-2025,04-01-2026,5,N,Certificat fourni
3ab5fd23b6cc,alternant,Recouvrement,rtt,25/01/2026,25/01/2026,1,1,
3ab5fd23b6cc,Alternant,Recouvrement,rtt,10/28/2025,28/10/2025,1,NON,
3ab5fd23b6cc,Alternant,Recouvrement,MALADIE,04/19/2026,04/20/2026,2,0,URGENT
3ab5fd23b6cc,Alternant,Recouvrement,Maladie,16-02-2026,20/02/26,5,OUI,
3ab5fd23b6cc,Alternant,Recouvrement,RTT,2025-12-26,26.12.2025,1,1,Certificat fourni
3ab5fd23b6cc,alternant,Recouvrement,CP,17/03/26,03/23/2026,7,0,A régulariser
3ab5fd23b6cc,alternant,Recouvrement,MALADIE,27-02-2026,02-03-2026,4,1,
3ab5fd23b6cc,Alternant,Recouvrement,Congé Payé,06.01.2026,10.01.2026,5,OUI,
3ab5fd23b6cc,alternant,,CONGE_PAYE,11.10.2025,19/10/25,9,1,URGENT
3ab5fd23b6cc,alternant,Recouvrement,CONGE_PAYE,31.12.2025,2026-01-07,8,O,
3ab5fd23b6cc,Alternant,Recouvrement,Maladie,01-01-2026,2026-01-01,1,OUI,A régulariser
3ab5fd23b6cc,alternant,,MALADIE,20/03/2026,22.03.2026,3,OUI,URGENT
3ab5fd23b6cc,alternant,Recouvrement,FORMATION,2026-01-25,29/01/2026,5,OUI,
3ab5fd23b6cc,alternant,Recouvrement,Congé Payé,2025-12-03,2025-11-28,7,O,A régulariser
3ab5fd23b6cc,Alternant,Recouvrement,CP,08/03/2026,2026-03-07,7,Y,En attente validation
3ab5fd23b6cc,alternant,Recouvrement,Congé Payé,18-04-2026,22.04.2026,5,1,URGENT
3ab5fd23b6cc,alternant,Recouvrement,Maladie,22.01.2026,22-01-2026,1,1,RAS
3ab5fd23b6cc,alternant,Recouvrement,MALADIE,16/12/25,19/12/25,4,Y,RAS
3ab5fd23b6cc,Alternant,Recouvrement,SEMAINE_ECOLE,11-04-2026,13/04/26,3,N,
3ab5fd23b6cc,alternant,Recouvrement,Congé Payé,2025-12-17,22/12/2025,6,N,URGENT
3ab5fd23b6cc,Alternant,Recouvrement,Semaine école,28.09.2025,30.09.2025,3,OUI,A régulariser
cf5e289adae2,alternant,Conformité KYC,Congé Payé,02-05-2025,10/05/2025,9,Y,A régulariser
cf5e289adae2,alternant,Conformité KYC,MALADIE,27.05.2025,30/05/2025,4,O,
cf5e289adae2,alternant,Conformité KYC,Congé Payé,2025-06-22,06/26/2025,5,1,En attente validation
cf5e289adae2,alternant,Conformité KYC,Congé Payé,29/03/2025,02/04/2025,5,O,Validé manager
cf5e289adae2,alternant,Conformité KYC,MALADIE,02/07/2025,2025-07-03,2,1,En attente validation
cf5e289adae2,Alternant,Conformité KYC,rtt,2025-01-03,03-01-2025,1,Y,URGENT
cf5e289adae2,alternant,Conformité KYC,FORMATION,2025-02-26,02.03.2025,5,0,A régulariser
cf5e289adae2,alternant,Conformité KYC,MALADIE,07-04-2025,07-04-2025,1,O,A régulariser
cf5e289adae2,Alternant,Conformité KYC,MALADIE,2024-12-30,2025-01-03,5,1,En attente validation
cf5e289adae2,Alternant,Conformité KYC,Maladie,05/16/2025,16/05/25,1,O,URGENT
cf5e289adae2,Alternant,Conformité KYC,CP,13-05-2025,05/22/2025,10,0,URGENT
cf5e289adae2,Alternant,Conformité KYC,CP,25-02-2025,04-03-2025,8,N,RAS
cf5e289adae2,Alternant,Conformité KYC,RTT,27/03/25,27/03/25,1,NON,URGENT
cf5e289adae2,Alternant,Conformité KYC,Maladie,2025-06-11,14-06-2025,4,OUI,
cf5e289adae2,Alternant,Conformité KYC,Formation,05/28/2025,2025-06-01,5,1,
cf5e289adae2,Alternant,Conformité KYC,Maladie,02/25/2025,26/02/2025,2,0,Validé manager
cf5e289adae2,alternant,Conformité KYC,rtt,2025-04-07,07.04.2025,1,N,Validé manager
cf5e289adae2,Alternant,Conformité KYC,Congé Payé,26.05.2025,04/06/2025,10,O,A régulariser
cf5e289adae2,alternant,Conformité KYC,MALADIE,2025-04-01,01/04/2025,1,1,Validé manager
cf5e289adae2,Alternant,Conformité KYC,RTT,24-06-2025,24.06.2025,1,0,En attente validation
cf5e289adae2,alternant,Conformité KYC,CONGE_PAYE,09.04.2025,04/16/2025,8,N,En attente validation
cf5e289adae2,alternant,Conformité KYC,Formation,05/18/2025,22/05/25,5,Y,RAS
cf5e289adae2,alternant,Conformité KYC,rtt,05/24/2025,24.05.2025,1,1,
cf5e289adae2,alternant,Conformité KYC,Congé Payé,2025-06-08,07/06/2025,7,Y,
36fac3a8fa5b,Interimaire,Crédit Immobilier,RTT,01/26/2026,26/01/26,1,1,
36fac3a8fa5b,Intérimaire,Crédit Immobilier,MALADIE,03/02/2026,03/02/2026,1,Y,URGENT
36fac3a8fa5b,Intérimaire,Crédit Immobilier,Formation,2026-04-30,02/05/2026,3,Y,A régulariser
36fac3a8fa5b,Interimaire,Crédit Immobilier,CONGE_PAYE,04/02/2026,12-02-2026,9,0,Validé manager
36fac3a8fa5b,Intérimaire,Crédit Immobilier,RTT,12.06.2026,12.06.2026,1,Y,
36fac3a8fa5b,INTERIMAIRE,Crédit Immobilier,rtt,05/24/2026,24/05/26,1,NON,
36fac3a8fa5b,Interimaire,Crédit Immobilier,MALADIE,2025-12-26,26/12/25,1,NON,
36fac3a8fa5b,INTERIMAIRE,Crédit Immobilier,Formation CFA,2026-04-24,2026-04-27,4,NON,En attente validation
36fac3a8fa5b,Interimaire,Crédit Immobilier,Formation CFA,29/04/26,04/30/2026,2,N,RAS
36fac3a8fa5b,Intérimaire,Crédit Immobilier,Maladie,14/11/2025,17.11.2025,4,O,
36fac3a8fa5b,INTERIMAIRE,Crédit Immobilier,Formation CFA,27.05.2026,05/31/2026,5,1,RAS
36fac3a8fa5b,Intérimaire,Crédit Immobilier,CONGE_PAYE,05.04.2026,10-04-2026,6,0,RAS
36fac3a8fa5b,Interimaire,Crédit Immobilier,Congé Payé,20/11/2025,24/11/25,5,N,Certificat fourni
36fac3a8fa5b,Intérimaire,Crédit Immobilier,Maladie,15/04/26,16/04/2026,2,1,En attente validation
36fac3a8fa5b,INTERIMAIRE,Crédit Immobilier,CP,10/11/2025,18/11/2025,9,0,
36fac3a8fa5b,Intérimaire,Crédit Immobilier,Maladie,23-02-2026,2026-02-25,3,O,URGENT
36fac3a8fa5b,Intérimaire,Crédit Immobilier,RTT,27-01-2026,2026-01-27,1,NON,URGENT
36fac3a8fa5b,INTERIMAIRE,Crédit Immobilier,CP,13-12-2025,12/18/2025,6,OUI,A régulariser
36fac3a8fa5b,INTERIMAIRE,Crédit Immobilier,CONGE_PAYE,02/28/2026,04.03.2026,5,Y,RAS
36fac3a8fa5b,INTERIMAIRE,Crédit Immobilier,CP,08.03.2026,2026-03-12,5,N,A régulariser
36fac3a8fa5b,INTERIMAIRE,Crédit Immobilier,CP,2025-11-08,14-11-2025,7,0,
36fac3a8fa5b,INTERIMAIRE,Crédit Immobilier,rtt,10.12.2025,2025-12-10,1,O,URGENT
36fac3a8fa5b,Interimaire,Crédit Immobilier,rtt,26-12-2025,12/26/2025,1,N,Validé manager
36fac3a8fa5b,Intérimaire,Crédit Immobilier,Formation,28/12/25,31.12.2025,4,Y,
36fac3a8fa5b,Intérimaire,Crédit Immobilier,Formation,02/26/2026,2026-03-02,5,O,
4d877115cedd,Intérimaire,Crédit Immobilier,CP,2024-01-02,06.01.2024,5,Y,
4d877115cedd,INTERIMAIRE,Crédit Immobilier,Congé Payé,11/02/2024,18/02/24,8,0,URGENT
4d877115cedd,Interimaire,Crédit Immobilier,CONGE_PAYE,2024-01-31,06/02/2024,7,1,A régulariser
4d877115cedd,INTERIMAIRE,Crédit Immobilier,MALADIE,02/17/2024,02/18/2024,2,NON,URGENT
4d877115cedd,Intérimaire,Crédit Immobilier,RTT,01/28/2024,28/01/2024,1,1,En attente validation
4d877115cedd,INTERIMAIRE,Crédit Immobilier,Formation CFA,06/02/2024,08/02/2024,3,OUI,URGENT
4d877115cedd,Interimaire,Crédit Immobilier,Congé Payé,2024-03-26,04-04-2024,10,OUI,
4d877115cedd,INTERIMAIRE,Crédit Immobilier,RTT,28/03/24,28/03/24,1,O,A régulariser
4d877115cedd,Intérimaire,Crédit Immobilier,CP,30/03/2024,06.04.2024,8,0,
4d877115cedd,Intérimaire,Crédit Immobilier,RTT,11.04.2024,2024-04-11,1,OUI,URGENT
4d877115cedd,Intérimaire,Crédit Immobilier,rtt,2024-01-07,07/01/2024,1,N,Certificat fourni
4d877115cedd,Intérimaire,Crédit Immobilier,CONGE_PAYE,29/03/24,06.04.2024,9,1,URGENT
4d877115cedd,INTERIMAIRE,Crédit Immobilier,MALADIE,2024-03-26,03/28/2024,3,N,URGENT
4d877115cedd,Interimaire,Crédit Immobilier,CP,25.02.2024,2024-03-05,10,1,
4d877115cedd,INTERIMAIRE,Crédit Immobilier,FORMATION,16/02/24,2024-02-19,4,N,Validé manager
4d877115cedd,Interimaire,Crédit Immobilier,rtt,26.01.2024,26/01/24,1,Y,URGENT
4d877115cedd,Intérimaire,Crédit Immobilier,Maladie,17/02/2024,17.02.2024,1,O,RAS
4d877115cedd,INTERIMAIRE,Crédit Immobilier,CONGE_PAYE,15.03.2024,23.03.2024,9,1,URGENT
4d877115cedd,INTERIMAIRE,Crédit Immobilier,rtt,2024-03-28,28-03-2024,1,Y,Validé manager
4d877115cedd,Intérimaire,Crédit Immobilier,CONGE_PAYE,2024-03-23,2024-03-31,9,0,Validé manager
4d877115cedd,Interimaire,Crédit Immobilier,RTT,25.02.2024,2024-02-25,1,0,RAS
4d877115cedd,INTERIMAIRE,Crédit Immobilier,FORMATION,06.04.2024,2024-04-10,5,Y,
4d877115cedd,INTERIMAIRE,Crédit Immobilier,Congé Payé,01/14/2024,19-01-2024,6,NON,En attente validation
4d877115cedd,INTERIMAIRE,Crédit Immobilier,Absent,2024-03-01,2024-03-01,1,NON,Validé manager
4d877115cedd,Interimaire,Crédit Immobilier,Congé Payé,04/01/2024,11-01-2024,8,NON,
4d877115cedd,Interimaire,Crédit Immobilier,Maladie,2024-03-03,03-03-2024,1,O,En attente validation
4d877115cedd,Intérimaire,Crédit Immobilier,rtt,2024-03-27,27.03.2024,1,1,Validé manager
4d877115cedd,Intérimaire,Crédit Immobilier,MALADIE,26/03/24,27/03/2024,2,0,Validé manager
4d877115cedd,Intérimaire,Crédit Immobilier,rtt,24/02/2024,02/24/2024,1,NON,Validé manager
4d877115cedd,Intérimaire,Crédit Immobilier,RTT,21/03/24,21/03/2024,1,OUI,Certificat fourni
4d877115cedd,Interimaire,Crédit Immobilier,rtt,28/03/2024,28.03.2024,1,1,En attente validation
5be217607699,cdd,Recouvrement,Maladie,18/03/26,20/03/2026,3,NON,Certificat fourni
5be217607699,CDD,Recouvrement,Maladie,01/26/2026,29.01.2026,4,N,URGENT
5be217607699,CDD,Recouvrement,Maladie,28/09/25,01-10-2025,4,0,
5be217607699,CDD,Recouvrement,FORMATION,27.01.2026,01/31/2026,5,NON,A régulariser
5be217607699,CDD,Recouvrement,MALADIE,2025-12-04,05/12/2025,2,N,
5be217607699,CDD,Recouvrement,rtt,12.02.2026,12/02/2026,1,0,A régulariser
5be217607699,cdd,Recouvrement,CONGE_PAYE,10/02/2026,19/02/26,-1,0,RAS
5be217607699,cdd,Recouvrement,RTT,28/12/2025,28/12/25,1,0,URGENT
5be217607699,CDD,Recouvrement,CP,30.08.2025,06-09-2025,8,NON,Validé manager
5be217607699,CDD,Recouvrement,RTT,2025-07-25,25/07/25,1,Y,
5be217607699,cdd,Recouvrement,CP,31.01.2026,04.02.2026,5,OUI,RAS
5be217607699,CDD,Recouvrement,MALADIE,04.12.2025,06/12/2025,3,Y,URGENT
5be217607699,cdd,Recouvrement,CP,2025-09-24,29.09.2025,6,NON,A régulariser
5be217607699,cdd,Recouvrement,CP,02.01.2026,10.01.2026,9,0,A régulariser
5be217607699,CDD,Recouvrement,Congé Payé,10/01/2026,14-01-2026,5,N,En attente validation
5be217607699,CDD,Recouvrement,Formation CFA,2025-10-03,04/10/2025,2,0,
5be217607699,CDD,Recouvrement,CONGE_PAYE,25-12-2025,2026-01-03,10,1,URGENT
5be217607699,cdd,Recouvrement,Maladie,2025-06-08,2025-06-09,2,1,En attente validation
5be217607699,CDD,Recouvrement,FORMATION,01/27/2026,28.01.2026,2,0,Validé manager
5be217607699,cdd,Recouvrement,Congé Payé,01/31/2026,2026-02-05,-1,O,Certificat fourni
5be217607699,cdd,Recouvrement,Maladie,20/06/25,20-06-2025,1,1,En attente validation
5be217607699,cdd,Recouvrement,Formation CFA,02/08/2025,2025-08-05,4,Y,
5be217607699,cdd,Recouvrement,Congé Payé,01-12-2025,2025-12-06,6,1,
5be217607699,cdd,Recouvrement,rtt,27-07-2025,27.07.2025,1,Y,En attente validation
5be217607699,cdd,Recouvrement,CP,08.12.2025,12/15/2025,8,OUI,
5be217607699,CDD,Recouvrement,rtt,26.08.2025,2025-08-26,1,N,
b9508679c426,CDI,Recouvrement,CP,19/10/24,2024-10-27,9,1,Certificat fourni
b9508679c426,CDI,Recouvrement,CONGE_PAYE,10.05.2024,05/18/2024,9,1,
b9508679c426,CDI,Recouvrement,CP,04.11.2025,2025-11-13,10,NON,Validé manager
b9508679c426,cdi,Recouvrement,CONGE_PAYE,2025-09-01,05-09-2025,5,0,Certificat fourni
b9508679c426,CDI,Recouvrement,Maladie,25.10.2024,2024-10-27,3,OUI,
b9508679c426,cdi,Recouvrement,Absent,29.04.2024,2024-04-29,1,N,En attente validation
b9508679c426,cdi,Recouvrement,CP,2024-08-07,15.08.2024,9,N,Certificat fourni
b9508679c426,cdi,Recouvrement,RTT,2024-11-05,05.11.2024,1,NON,
b9508679c426,CDI,Recouvrement,CONGE_PAYE,09/26/2025,2025-10-02,7,N,Certificat fourni
b9508679c426,CDI,Recouvrement,CP,2024-12-30,05-01-2025,7,Y,URGENT
b9508679c426,CDI,Recouvrement,CONGE_PAYE,26-12-2024,01-01-2025,7,NON,
b9508679c426,cdi,Recouvrement,Formation,26/08/25,08/28/2025,3,OUI,En attente validation
b9508679c426,CDI,Recouvrement,Formation CFA,2024-12-05,09.12.2024,5,1,Validé manager
b9508679c426,CDI,Recouvrement,Formation,02/06/2025,2025-06-03,2,N,Validé manager
b9508679c426,CDI,Recouvrement,FORMATION,07.07.2025,09.07.2025,3,1,
b9508679c426,cdi,Recouvrement,rtt,28/06/24,28/06/2024,1,OUI,Validé manager
b9508679c426,cdi,Recouvrement,Congé Payé,2024-04-16,20/04/24,5,1,URGENT
b9508679c426,CDI,Recouvrement,rtt,2025-02-21,21/02/25,1,1,
b9508679c426,cdi,Recouvrement,Formation CFA,23/05/2024,24/05/24,2,0,A régulariser
b9508679c426,cdi,Recouvrement,RTT,25/07/25,2025-07-25,1,0,En attente validation
b9508679c426,CDI,Recouvrement,Congé Payé,2026-01-20,2026-01-24,5,Y,
b9508679c426,cdi,Recouvrement,MALADIE,2026-04-14,18-04-2026,5,0,URGENT
b9508679c426,cdi,Recouvrement,RTT,27.02.2026,27.02.2026,1,OUI,RAS
b9508679c426,CDI,Recouvrement,Formation,04.11.2025,05.11.2025,2,OUI,Certificat fourni
b9508679c426,cdi,Recouvrement,FORMATION,04/24/2026,28/04/2026,120,0,A régulariser
b9508679c426,CDI,Recouvrement,rtt,26-01-2024,26/01/24,1,0,En attente validation
b9508679c426,CDI,Recouvrement,MALADIE,2024-12-14,12/14/2024,1,0,RAS
b9508679c426,cdi,Recouvrement,rtt,28.01.2025,28/01/2025,1,NON,URGENT
b9508679c426,CDI,,Maladie,03/12/2024,05/12/2024,3,N,Certificat fourni
b9508679c426,CDI,Recouvrement,Formation,09/02/2024,10-02-2024,2,N,Certificat fourni
b9508679c426,CDI,Recouvrement,Maladie,30/05/26,03-06-2026,5,N,URGENT
b9508679c426,cdi,Recouvrement,CP,2024-05-12,17/05/24,6,O,En attente validation
d16828a552cc,INTERIMAIRE,Crédit Immobilier,rtt,21.02.2024,21-02-2024,1,Y,URGENT
d16828a552cc,INTERIMAIRE,Crédit Immobilier,CP,12/06/2024,17/06/2024,6,1,
d16828a552cc,Interimaire,Crédit Immobilier,FORMATION,28-08-2024,01.09.2024,5,OUI,Validé manager
d16828a552cc,Interimaire,Crédit Immobilier,FORMATION,28/03/2024,2024-03-29,2,0,URGENT
d16828a552cc,Intérimaire,Crédit Immobilier,CONGE_PAYE,02/11/2024,09/11/2024,8,0,
d16828a552cc,INTERIMAIRE,Crédit Immobilier,Maladie,10/02/2024,13-02-2024,4,N,
d16828a552cc,Intérimaire,Crédit Immobilier,MALADIE,24/10/24,28-10-2024,5,0,URGENT
d16828a552cc,Interimaire,Crédit Immobilier,Maladie,19/03/24,2024-03-14,5,N,Certificat fourni
d16828a552cc,Interimaire,Crédit Immobilier,Maladie,17-04-2024,2024-04-18,2,OUI,
d16828a552cc,Intérimaire,Crédit Immobilier,FORMATION,07/26/2024,27/07/2024,2,Y,Certificat fourni
d16828a552cc,Intérimaire,Crédit Immobilier,rtt,03.07.2024,03.07.2024,1,1,En attente validation
d16828a552cc,INTERIMAIRE,Crédit Immobilier,CP,06/16/2024,24/06/2024,9,NON,Certificat fourni
d16828a552cc,Intérimaire,Crédit Immobilier,Congé Payé,30/04/24,07-05-2024,8,1,
d16828a552cc,INTERIMAIRE,Crédit Immobilier,Congé Payé,28/05/2024,03/06/2024,7,O,RAS
d16828a552cc,INTERIMAIRE,Crédit Immobilier,Congé Payé,20/07/24,24/07/24,5,1,RAS
d16828a552cc,INTERIMAIRE,Crédit Immobilier,Maladie,10-04-2024,13/04/2024,4,O,A régulariser
d16828a552cc,INTERIMAIRE,,Congé Payé,09/13/2024,21-09-2024,9,N,En attente validation
d16828a552cc,INTERIMAIRE,Crédit Immobilier,Formation CFA,22/01/24,2024-01-24,3,1,A régulariser
d16828a552cc,Intérimaire,Crédit Immobilier,Absent,03-08-2024,03/08/2024,1,NON,A régulariser
d16828a552cc,Intérimaire,Crédit Immobilier,Maladie,01.04.2024,2024-04-01,1,OUI,URGENT
d16828a552cc,Intérimaire,Crédit Immobilier,Formation,02-07-2024,2024-07-05,4,N,
d16828a552cc,Interimaire,Crédit Immobilier,CONGE_PAYE,29/10/24,05.11.2024,8,N,
d16828a552cc,INTERIMAIRE,Crédit Immobilier,Formation CFA,23.02.2024,24.02.2024,2,OUI,URGENT
d16828a552cc,Interimaire,Crédit Immobilier,rtt,08.11.2024,2024-11-08,1,NON,URGENT
d16828a552cc,Intérimaire,Crédit Immobilier,MALADIE,01-07-2024,04.07.2024,4,O,
d16828a552cc,Intérimaire,Crédit Immobilier,Formation,25/09/24,26-09-2024,2,OUI,Validé manager
